Id,latitude,longitude,# Result,Label,Weight
63,75.615591,156.206802,-0.06774,10,0.06774
64,70.149781,150.909929,-0.06773,2,0.06773
65,47.829178,144.250915,-0.07517,78,0.07517
66,51.632422,146.405822,-0.07517,77,0.07517
67,54.305337,147.157026,-0.07516,76,0.07516
68,56.599372,147.347165,-0.07515,74.5,0.07515
69,58.667882,147.426129,-0.07522,81,0.07522
70,49.839052,140.931279,-0.07519,80,0.07519
71,53.220114,142.668503,-0.07523,82,0.07523
72,56.674246,143.192164,-0.0754,83,0.0754
73,58.489267,143.265934,-0.07551,84,0.07551
74,58.556022,145.372007,-0.0756,85,0.0756
75,71.292739,157.0058,-0.06774,10,0.06774
76,63.534699,146.112821,-0.078,86,0.078
77,69.000509,146.143991,-0.07409,15,0.07409
78,69.55981,141.314673,-0.07861,87,0.07861
79,65.134118,140.556196,-0.07981,88,0.07981
80,60.625434,139.667843,-0.08219,94,0.08219
81,58.480246,139.900581,-0.08237,95,0.08237
82,54.618365,139.430948,-0.08247,96,0.08247
83,50.871051,138.213229,-0.08247,99,0.08247
84,51.121835,135.181398,-0.08247,99,0.08247
85,57.855092,165.569319,-0.07436,23.5,0.07436
86,56.206057,135.50453,-0.08248,103.5,0.08248
87,58.188868,135.428682,-0.08247,99,0.08247
88,51.514247,132.056056,-0.08247,99,0.08247
89,52.059114,165.613997,-0.07436,23.5,0.07436
90,55.093771,131.402519,-0.08248,102,0.08248
91,56.67154,130.466371,-0.08249,105,0.08249
92,53.060443,126.277084,-0.08248,103.5,0.08248
93,54.208813,123.710729,-0.0825,106,0.0825
94,67.265775,153.66954,-0.06773,2,0.06773
95,56.786106,125.05313,-0.08251,109,0.08251
96,59.434665,121.35945,-0.08251,107,0.08251
97,59.356182,126.34358,-0.08253,110,0.08253
98,59.109008,128.742654,-0.08256,111,0.08256
99,64.165265,121.774015,-0.08247,99,0.08247
100,61.520315,129.36606,-0.08278,113,0.08278
101,66.860733,122.991734,-0.08197,93,0.08197
102,70.717201,125.9872,-0.08163,91,0.08163
103,73.731109,133.42651,-0.08107,89,0.08107
104,65.752957,131.133416,-0.08173,92,0.08173
105,67.353279,132.186972,-0.08163,90,0.08163
106,73.74013,159.725928,-0.06773,4.5,0.06773
107,72.211977,149.379468,-0.06774,10,0.06774
108,75.289032,150.265743,-0.06774,12,0.06774
109,73.263823,154.261775,-0.06773,4.5,0.06773
110,69.627467,148.310327,-0.06773,6.5,0.06773
111,50.256723,157.716483,-0.07437,43.5,0.07437
112,52.324331,144.574047,-0.07519,79,0.07519
113,60.710231,133.073247,-0.08263,112,0.08263
114,71.383851,147.460417,-17.1,,
