Id,latitude,longitude,# Result,
152,28.281172,122.200528,1.5744141,157441.41
107,37.882198,124.59129,0.9611898,96118.98
108,38.743701,125.687965,1.4363185,143631.85
109,38.726561,126.347217,1.5306262,153062.62
110,38.611093,127.079199,1.6872545,168725.45
111,39.015232,127.64494,1.6760577,167605.77
113,37.773044,127.811182,1.7256405,172564.05
114,37.397771,128.376923,1.7010438,170104.38
112,38.228152,127.531688,1.7206067,172060.67
115,41.132005,127.178944,1.4322991,143229.91
116,41.132005,127.630394,1.4402412,144024.12
117,40.929033,128.259514,1.4625942,146259.42
118,39.980928,129.252288,1.3974143,139741.43
119,40.698998,128.954612,1.4387144,143871.44
105,37.366198,121.619202,0.70091325,70091.325
102,37.193897,120.694484,0.9119836,91198.36
103,37.904299,120.830074,0.890955,89095.5
104,38.118998,121.459714,0.8753527,87535.27
100,37.017086,119.744829,1.2556531,125565.31
101,38.470365,119.525598,1.2488368,124883.68
96,37.050464,118.613866,1.7186036,171860.36
97,35.703181,118.713092,1.7526656,175266.56
98,35.052317,119.070511,1.7372212,173722.12
99,34.368527,119.463776,1.713909,171390.9
93,37.022047,117.590442,1.7968482,179684.82
94,38.294456,117.074573,1.7837797,178377.97
95,39.349008,117.546803,1.7461506,174615.06
92,36.792464,116.797677,1.8632176,186321.76
160,35.461869,116.630916,2.2260644,222606.44
159001,34.104212,117.163409,2.2626104,226261.04
159,32.925171,117.67616,2.2783773,227837.73
156,32.00458,118.250732,2.2677705,226777.05
157,32.636048,119.702749,2.2450798,224507.98
158,33.001849,120.489799,2.2214005,222140.05
155,31.097972,118.690753,2.2227604,222276.04
154,31.220206,119.758855,2.2016513,220165.13
153,28.999242,119.927694,1.9486289,194862.89
55,26.900962,120.694484,3.2415442,324154.42
59,23.546512,122.411447,3.463317,346331.7
60,23.632211,120.892415,3.3772147,337721.47
61,24.94747,119.027912,3.3388512,333885.12
62,23.603795,119.010249,3.3383,333830
147,25.459861,125.999668,1.4721307,147213.07
150,23.001645,127.232973,1.6028371,160283.71
148,24.406662,126.440208,1.6738201,167382.01
149,23.946592,128.248605,1.6472042,164720.42
63,20.524485,124.176206,3.4024148,340241.48
64,20.517719,122.035845,3.3601017,336010.17
65,20.688215,120.827477,3.347033,334703.3
66,21.372005,119.393643,3.301144,330114.4
67,20.078397,125.774722,3.2202718,322027.18
68,19.492485,126.505666,3.13938,313938
69,18.491607,126.843344,3.135125,313512.5
70,19.663432,127.433502,2.9975734,299757.34
71,20.029233,128.839282,2.8221471,282214.71
72,19.314772,130.127135,2.8152285,281522.85
56,26.326326,119.309484,3.2024288,320242.88
57,26.277613,118.184755,3.1113427,311134.27
58,26.326326,116.975867,3.084176,308417.6
53,27.986186,117.706811,3.106197,310619.7
54,28.034899,115.879712,3.0571873,305718.73
52,28.863476,119.160386,3.1253247,312532.47
46001,30.855308,118.035657,2.851812,285181.2
50,29.816993,117.341599,2.829952,282995.2
51,29.450741,115.401767,2.7708466,277084.66
47,31.281098,116.638709,2.7957218,279572.18
48,31.232384,115.823605,2.7141242,271412.42
49,31.03708,114.248986,2.6675007,266750.07
42,33.659478,115.418911,2.46907,246907
45,33.343293,114.028716,2.4450717,244507.17
46,33.014027,113.012045,2.4153354,241533.54
41,34.057754,116.281809,2.4425778,244257.78
35,36.478985,115.157081,2.2456858,224568.58
36,36.052743,114.094693,2.314431,231443.1
39,35.528174,113.925854,2.2981555,229815.55
40,34.917905,113.785068,2.2926197,229261.97
37,35.906604,112.506047,2.308619,230861.9
91,36.677897,116.104138,1.9660591,196605.91
90,40.606082,114.71706,1.509129,150912.9
89,41.122082,116.566498,1.430998,143099.8
31,38.398198,114.287949,2.0431912,204319.12
32,37.967897,112.934119,2.0722852,207228.52
34,38.312047,111.216636,2.0449355,204493.55
33,37.377023,111.519507,2.0539296,205392.96
28001,40.376498,113.59441,1.7368678,173686.78
28,39.573631,113.825589,1.8584245,185842.45
29,39.401781,112.47176,1.8740408,187404.08
30,39.888914,111.051433,1.8669486,186694.86
27,41.457662,112.89152,2.4864419,248644.19
26,42.043574,111.451971,3.0888894,308888.94
23,42.531609,111.451971,3.1509483,315094.83
22,42.342169,107.488149,3.4065163,340651.63
87,42.106721,117.562388,1.2754674,127546.74
86,42.771116,118.660622,1.2021921,120219.21
83,43.580298,118.860112,1.1535633,115356.33
77,44.158091,119.725607,1.0115182,101151.82
81,43.204574,120.324596,1.1397926,113979.26
78,42.540179,120.657079,1.1218339,112183.39
79,41.471193,120.790073,1.0497242,104972.42
80,40.662012,120.457589,1.0326532,103265.32
82,45.795399,124.426088,0.277574,27757.4
84,43.547371,117.569142,1.1334853,113348.53
85,43.390857,116.332201,1.127915,112791.5
121,43.440924,127.128552,1.0565586,105655.86
122,44.31235,126.977896,0.80801934,80801.934
123,45.140476,126.37579,0.5145742,51457.42
120,42.297515,127.629355,1.2369535,123695.35
75,47.085849,120.264853,0.80390227,80390.227
76,44.218532,120.727212,0.99940354,99940.354
73,46.626682,119.175451,0.783111,78311.1
74,46.110682,118.019553,0.7787176,77871.76
227,48.800286,121.207235,0.48438352,48438.352
215001,48.887339,122.110135,0.30814686,30814.686
215,48.98251,124.15075,0.7200917,72009.17
219,47.487734,122.746528,2.0260735,202607.35
220,47.493147,122.160527,2.0297055,202970.55
221,46.752524,122.160527,2.2274594,222745.94
222,45.837346,121.608293,2.2172425,221724.25
223,45.140476,121.608293,2.1941142,219411.42
223001,46.055203,122.813025,2.277096,227709.6
224,45.445385,122.963681,2.2908156,229081.56
225,44.797228,122.931472,2.2588577,225885.77
226,43.882049,122.379238,2.2511477,225114.77
214,48.98251,124.816755,0.70664656,70664.656
216,48.346982,124.816755,0.67097515,67097.515
217,47.740321,124.816755,0.6690384,66903.84
218,48.116045,125.548738,0.6650591,66505.91
201,50.080363,124.683243,0.49894333,49894.333
203,49.56752,124.861952,0.5283792,52837.92
204,49.405143,125.979927,0.592148,59214.8
205,49.405143,126.666193,0.68654203,68654.203
211,48.809307,126.801264,0.5695749,56957.49
212,48.008695,126.835032,0.5602686,56026.86
206,49.390258,127.620004,0.8157093,81570.93
207,49.415968,128.543164,0.8602185,86021.85
208,49.812891,129.874655,0.9106925,91069.25
209,49.046559,129.980634,0.8769527,87695.27
210,48.310898,129.980634,0.8666422,86664.22
213,50.854814,130.686641,0.918989,91898.9
200001,50.629289,124.683243,0.47480288,47480.288
199,51.264817,124.683243,0.4759325,47593.25
196,51.253541,125.391328,0.49485555,49485.555
197,51.253541,126.203314,0.5077263,50772.63
198,50.885485,126.979974,0.504509,50450.9
233,52.080764,128.109897,0.89521986,89521.986
232,52.080764,129.203974,0.89888704,89888.704
231,52.69374,129.239301,0.91456914,91456.914
230,52.69374,129.945308,0.9163219,91632.19
234,52.733883,130.700149,0.9280028,92800.28
194,53.245824,125.426654,0.4598743,45987.43
195,52.824995,125.847973,0.45316207,45316.207
192,53.28732,124.683243,0.45381096,45381.096
193,53.28732,123.918012,0.45024723,45024.723
234001,54.253467,130.700149,0.8982424,89824.24
235,55.4289,130.700149,0.9692094,96920.94
236,54.618365,129.489702,0.73564285,73564.285
237,54.61611,128.909415,0.73117167,73117.167
238,54.240837,128.909415,0.7228205,72282.05
240,53.507883,128.917208,0.7212981,72129.81
239,54.282334,126.935816,0.6402081,64020.81
190001,55.237655,124.685321,0.38978636,38978.636
187,56.407676,126.214224,0.34113094,34113.094
188,54.934099,126.214224,0.38259265,38259.265
189,54.934099,126.946206,0.4590698,45906.98
186,56.407676,126.979454,0.33661658,33661.658
185,56.407676,127.877678,0.3339179,33391.79
235001,56.320624,130.706383,0.9786422,97864.22
241,57.043204,130.340132,0.9714077,97140.77
242,57.043204,129.175402,0.9655268,96552.68
243,57.967403,130.340132,0.91849726,91849.726
244,58.955651,130.304286,0.8685934,86859.34
245,59.989906,130.340132,0.7404494,74044.94
183,61.030476,125.426654,0.2598817,25988.17
184,60.203252,125.07391,0.2569405,25694.05
182,61.087759,126.214224,0.2721186,27211.86
249,62.052101,126.803862,0.2490012,24900.12
248,62.041276,128.709925,0.28598496,28598.496
247,62.052101,130.304286,0.46054813,46054.813
246,61.030025,130.340132,0.5754114,57541.14
181,64.231118,126.110323,0.20003065,20003.065
266,53.882254,122.653537,0.04036365,4036.365
180004,57.371567,123.955936,0.18611187,18611.187
190,56.407676,124.816755,0.36730686,36730.686
191,56.407676,124.251014,0.36488497,36488.497
180003,61.960087,124.023471,0.23646839,23646.839
180002,63.444038,124.855718,0.23272757,23272.757
180001,64.202702,126.83659,0.20452856,20452.856
180,64.439052,127.811182,0.16353613,16353.613
287,49.65773,120.528762,0.009601609,960.1609
286,50.079461,121.095541,0.012473405,1247.3405
285,50.009097,121.689336,0.032075755,3207.5755
284,50.218384,122.118447,0.04905018,4905.018
200,51.264817,124.051005,0.47046563,47046.563
274,52.475883,120.033673,1.1401188,114011.88
275,52.520988,121.383347,1.1294264,112942.64
276,52.811013,121.840512,1.1246864,112468.64
265,53.87639,121.752196,1.2520427,125204.27
268,53.87639,119.863276,1.2598959,125989.59
269,54.00133,119.212856,1.2932231,129322.31
271,54.225051,117.920327,1.3347188,133471.88
270,54.930942,118.266318,1.3310169,133101.69
318,44.542836,111.47431,1.7652014,176520.14
317,44.894654,112.036934,1.7692835,176928.35
316,45.92936,112.059273,1.759159,175915.9
315,45.909965,112.959055,1.7410631,174106.31
313,46.222091,113.813641,1.6572756,165727.56
314,44.972686,113.790783,1.6513941,165139.41
312,46.456636,114.668226,1.4299588,142995.88
310,46.749367,115.56749,1.2145385,121453.85
311,46.551357,116.521301,1.2105598,121055.98
309,47.514797,116.151413,1.0551338,105513.38
297,48.174681,116.399736,0.9420146,94201.46
298,48.936503,116.084916,0.9483075,94830.75
299,49.502569,114.960188,0.9420103,94201.03
296,48.018618,117.141589,0.80549,80549
294,47.862556,117.996695,0.56416154,56416.154
293,47.830982,118.977,0.49993142,49993.142
291,48.80615,119.373383,0.6011702,60117.02
295,48.389381,117.816426,0.8009231,80092.31
288,49.866566,119.703788,0.83979136,83979.136
289,49.893177,118.760886,0.81472385,81472.385
290,49.873782,118.176443,0.80205834,80205.834
282,50.78445,120.298101,0.991304,99130.4
277,51.701883,119.86899,1.0771539,107715.39
278,52.509712,118.918296,0.9574914,95749.14
279,52.529107,117.794088,0.8872702,88727.02
280,52.236376,116.826769,0.8608966,86089.66
281,51.689254,116.804431,0.858059,85805.9
272,55.314334,116.995609,1.327107,132710.7
273,53.565166,117.590442,1.32434,132434
264,56.003085,120.391093,1.1416519,114165.19
257001,56.523145,120.557334,1.0581102,105811.02
258001,57.349917,120.79319,0.99274176,99274.176
259001,56.754082,122.187541,0.9816703,98167.03
260001,55.085201,120.166147,1.1792736,117927.36
261,57.124393,118.764523,1.0917019,109170.19
262,56.046837,118.020072,1.0944009,109440.09
263,56.693641,117.026779,1.0778806,107788.06
255,62.654252,122.34547,0.70736045,70736.045
258,60.790518,122.444696,0.6771019,67710.19
259,59.242518,122.411447,0.6668845,66688.45
260,57.923651,122.34547,0.6640828,66408.28
256,63.084101,122.741853,0.7013015,70130.15
257,63.628968,123.336166,0.6939665,69396.65
254,62.683119,121.156843,0.60390717,60390.717
250004,64.467919,122.520544,0.09776912,9776.912
421,65.206286,125.176253,0.18897854,18897.854
420,66.524251,125.37834,0.14226785,14226.785
419,67.344258,125.513411,0.10360719,10360.719
418,68.516082,125.749786,-0.00412373,-412.373
416,69.424044,125.918106,-0.044030838,-4403.0838
417,70.245855,126.946206,-0.05766045,-5766.045
415,68.838131,123.793331,0.027002996,2700.2996
414,67.819663,123.5315,0.054668218,5466.8218
413,66.573415,122.966279,0.06569711,6569.711
250001,68.310855,122.274818,0.08866287,8866.287
21,43.227127,106.024703,3.443951,344395.1
319,47.271682,111.883161,1.783361,178336.1
320,47.711454,112.371495,1.7758758,177587.58
20,44.281679,107.036699,3.4138472,341384.72
19,44.906832,103.25834,3.4506087,345060.87
18,46.598266,101.045768,3.4498565,344985.65
302,48.433583,114.933694,0.70042425,70042.425
303,48.751573,114.168463,0.6366207,63662.07
305,49.024006,112.880091,0.5640939,56409.39
306,49.90716,113.669219,0.5462735,54627.35
307,50.138097,113.169974,0.54468226,54468.226
321,48.029444,112.737746,1.7650124,176501.24
11,46.167965,100.220275,3.4407084,344070.84
322,48.248202,110.569333,1.7809659,178096.59
323,48.218884,109.253427,1.7895192,178951.92
301,51.496205,111.739258,0.3906786,39067.86
300,51.871478,110.574528,0.38275513,38275.513
324,49.608566,111.513793,1.6802218,168022.18
368,50.138097,110.541279,1.4345706,143457.06
367,50.513821,110.940779,1.4285115,142851.15
369,50.889544,111.340278,1.4255016,142550.16
325,55.859201,113.561161,0.38499206,38499.206
365,54.282334,114.188723,0.34596434,34596.434
362,54.196184,112.273309,0.3069587,30695.87
360001,54.240837,109.809297,0.22929227,22929.227
360,54.356306,109.044066,0.22228302,22228.302
359,54.471774,108.37858,0.22024168,22024.168
361,54.177691,110.816617,0.30439556,30439.556
366,52.84845,111.678995,0.3923098,39230.98
364,53.142984,110.674792,0.38268638,38268.638
363,53.373921,109.310053,0.37777337,37777.337
326,55.343201,112.405783,0.43042496,43042.496
327,55.85875,112.437992,0.43423107,43423.107
328,55.887617,111.606264,0.42639035,42639.035
329,55.916484,110.674792,0.40821767,40821.767
330,56.956603,113.270239,0.4619451,46194.51
334,58.11219,112.737746,0.55521554,55521.554
336,59.299801,113.660387,1,100000
331,53.9666,115.410599,1.3276153,132761.53
332,54.110033,116.004913,1.3151329,131513.29
333,56.6332,114.684331,1.0684111,106841.11
337,61.908668,112.669691,0.91983384,91983.384
338,62.086832,114.415228,0.79747033,79747.033
340,62.233423,116.776377,0.7136607,71366.07
341,62.321378,118.108908,0.61762387,61762.387
250,62.555472,119.947436,0.45020577,45020.577
251,61.851385,119.934967,0.46085003,46085.003
253,59.873084,119.637811,0.43841383,43841.383
252,60.962818,119.803013,0.44017833,44017.833
342,61.622252,118.184755,0.6279132,62791.32
343,60.790518,118.184755,0.6203098,62030.98
344,59.905109,117.906301,0.57754093,57754.093
339,60.532518,114.750308,0.78895867,78895.867
250003,63.832391,119.8586,0.36674872,36674.872
250002,64.987978,119.825352,0.32481226,32481.226
412,67.049272,118.63101,0.18759881,18759.881
411,66.436296,117.029376,0.21731147,21731.147
410,65.616289,114.904082,0.38308513,38308.513
409,64.942873,113.52116,0.4075402,40754.02
408,64.005594,111.429633,0.57421356,57421.356
407001,62.98036,107.921416,0.74736506,74736.506
407,61.105801,105.762353,0.75102437,75102.437
345,61.765234,111.216636,0.7230086,72300.86
346,60.819385,110.589593,0.756364,75636.4
347,59.672368,110.093986,0.7874694,78746.94
348,58.52535,109.499672,0.77748996,77748.996
349,57.436067,109.301221,0.77575964,77575.964
350,61.449951,108.442999,0.75735617,75735.617
350001,59.143287,107.583738,1.0323852,103238.52
351,59.357084,106.725516,1.0297911,102979.11
356,56.524498,106.058471,1.0787474,107874.74
352,56.641319,107.070467,1.196487,119648.7
335,57.678732,111.473271,0.5582556,55825.56
406,61.515804,102.52376,0.9650394,96503.94
405,60.666479,100.027539,1.0347599,103475.99
404,59.390462,98.6202,1.1518164,115181.64
353,55.645403,107.070467,1.2085505,120855.05
354,55.08926,106.935396,1.2003537,120035.37
355,54.47403,106.767076,1.1781425,117814.25
357,55.674722,105.552473,1.0691245,106912.45
358,55.733358,104.540478,1.0658029,106580.29
370,50.427219,109.7428,1.3512244,135122.44
371,51.047412,109.111602,1.2739438,127394.38
372,51.252188,107.660625,1.0245775,102457.75
373,51.999125,108.251302,1.0234411,102344.11
374,51.926055,108.723532,1.0211226,102112.26
378,50.336107,106.974358,1.0685431,106854.31
379,49.797104,108.339617,1.1326803,113268.03
380,48.989276,107.718809,1.14226,114226
381,48.019521,107.471005,1.1551305,115513.05
382,47.588318,108.215456,1.1558659,115586.59
376,51.662191,105.687545,1.0086951,100869.51
377,50.551709,105.423117,1.0626616,106266.16
383,51.144387,100.64471,0.94953716,94953.716
384,52.336058,100.930958,0.95458806,95458.806
396001,55.916484,98.502792,1.355819,135581.9
397,55.228183,99.757916,1.3294448,132944.48
398,54.6549,100.78134,1.3283718,132837.18
400,57.783375,97.220653,1.2818394,128183.94
401,58.175788,95.908903,1.2900002,129000.02
402,57.547477,95.139517,1.2547159,125471.59
403,56.801442,95.682399,1.2394806,123948.06
10,45.393965,99.493488,3.4362113,343621.13
9,49.114216,90.979321,3.4335678,343356.78
8,51.099733,87.902813,3.4424596,344245.96
2,53.624705,84.300046,3.5558739,355587.39
1,54.151981,82.478143,3.5481932,354819.32
3,54.561984,86.020647,3.551203,355120.3
385,53.013984,95.791495,0.9135859,91358.59
17,49.9243,98.238883,3.132633,313263.3
16,50.755583,97.248187,3.138874,313887.4
15,49.875587,96.612833,3.156128,315612.8
13,51.07673,94.723913,2.7411036,274110.36
12,52.189467,93.172152,2.896269,289626.9
14,52.687425,91.822478,3.1292653,312926.53
6,52.687425,90.2037,3.244314,324431.4
5,51.545369,88.348029,3.3546867,335468.67
601,52.635555,98.226415,0.9405523,94055.23
387,53.858799,94.217915,1.1317106,113171.06
388,54.47403,93.205919,1.2391241,123912.41
389,55.264718,92.025085,1.4224931,142249.31
390,55.381991,90.945553,1.5578539,155785.39
391,55.821313,90.540859,1.5717144,157171.44
392,56.31927,89.933558,1.5879117,158791.17
393,56.817228,89.326257,1.5535952,155359.52
394,57.549281,88.17919,1.4903708,149037.08
395,57.842462,86.998874,1.4802728,148027.28
396,56.407225,87.673192,1.4750482,147504.82
4,52.59045,85.888173,3.481249,348124.9
7,50.583733,87.30798,3.4239204,342392.04
228,46.540982,126.407479,0.27501324,27501.324
229,47.745283,120.166147,0.566301,56630.1
256001,58.631798,120.956834,0.8743636,87436.36
399,57.148298,98.005106,1.2549558,125495.58
24,42.651588,112.378768,3.1254625,312546.25
24001,42.743151,113.257251,2.9869356,298693.56
25,43.292078,114.206387,2.995852,299585.2
45001,31.676668,117.569662,2.8397064,283970.64
71001,19.558789,128.86214,2.8194149,281941.49
127001,34.814163,125.482761,0.8746297,87462.97
202001,50.080363,122.653537,0.13422209,13422.209
301001,52.475883,112.636962,0.38615936,38615.936
304,48.840429,113.460378,0.6027175,60271.75
422,67.987002,128.817982,0.0788909,7889.09
38,51.969806,122.875885,0,0
43,71.451508,130.173371,0,0
44,67.356887,121.734013,0,0
88,62.486461,90.707101,0,0
