Id,latitude,longitude
398,54.6549,100.78134
400,57.783375,97.220653
401,58.175788,95.908903
402,57.547477,95.139517
403,56.801442,95.682399
10,45.393965,99.493488
9,49.114216,90.979321
8,51.099733,87.902813
2,53.624705,84.300046
1,54.151981,82.478143
3,54.561984,86.020647
385,53.013984,95.791495
17,49.9243,98.238883
16,50.755583,97.248187
15,49.875587,96.612833
13,51.07673,94.723913
12,52.189467,93.172152
14,52.687425,91.822478
6,52.687425,90.2037
5,51.545369,88.348029
601,52.635555,98.226415
387,53.858799,94.217915
388,54.47403,93.205919
389,55.264718,92.025085
390,55.381991,90.945553
391,55.821313,90.540859
392,56.31927,89.933558
393,56.817228,89.326257
394,57.549281,88.17919
395,57.842462,86.998874
396,56.407225,87.673192
4,52.59045,85.888173
7,50.583733,87.30798
228,46.540982,126.407479
229,47.745283,120.166147
256001,58.631798,120.956834
399,57.148298,98.005106
24,42.651588,112.378768
24001,42.743151,113.257251
25,43.292078,114.206387
45001,31.676668,117.569662
71001,19.558789,128.86214
127001,34.814163,125.482761
202001,50.080363,122.653537
301001,52.475883,112.636962
304,48.840429,113.460378
422,67.987002,128.817982
38,51.969806,122.875885
43,71.451508,130.173371
44,67.356887,121.734013
88,62.486461,90.707101
