,Source,Target,Weight
263,414.0,413.0,8927.0
264,22.0,21.0,20453.0
265,21.0,19.0,36160.0
266,19.0,18.0,26668.0
267,319.0,320.0,7119.0
268,21.0,20.0,18532.0
269,297.0,302.0,31640.0
270,302.0,303.0,11639.0
271,305.0,306.0,16950.0
272,306.0,307.0,5198.0
273,320.0,321.0,35482.0
274,322.0,323.0,29832.0
275,301.0,300.0,25877.0
276,324.0,368.0,29945.0
277,368.0,367.0,5763.0
278,367.0,369.0,9831.0
279,365.0,325.0,82110.59999999999
280,365.0,362.0,23569.8
281,362.0,361.0,17217.6
282,361.0,360001.0,25320.0
283,360001.0,360.0,6667.0
284,360.0,359.0,6667.0
285,366.0,364.0,9153.0
286,364.0,363.0,16046.0
287,325.0,327.0,28024.0
288,327.0,326.0,12430.0
289,327.0,328.0,7458.0
290,328.0,329.0,11187.0
291,330.0,334.0,93873.0
292,324.0,331.0,163850.0
293,331.0,333.0,39550.0
294,333.0,336.0,57840.0
295,331.0,332.0,7684.0
296,254.0,250.0,103825.79999999999
297,250.0,341.0,56048.0
298,341.0,340.0,27513.2
299,340.0,338.0,28652.800000000003
300,338.0,337.0,63817.600000000006
301,338.0,339.0,27798.0
302,341.0,342.0,9831.0
303,342.0,343.0,7232.0
304,343.0,344.0,26329.0
305,250.0,251.0,10170.0
306,251.0,252.0,19662.0
307,252.0,253.0,5763.0
308,250002.0,250003.0,30780.0
309,412.0,411.0,68742.0
310,411.0,410.0,83505.0
311,410.0,409.0,60782.4
312,409.0,408.0,90345.0
313,408.0,407001.0,97470.0
314,407001.0,406.0,67562.0
315,407001.0,350.0,40470.0
316,407.0,350.0,20679.0
317,350.0,350001.0,14803.0
318,350001.0,351.0,8475.0
319,350001.0,352.0,40906.0
320,350001.0,356.0,44296.0
321,350.0,345.0,67260.0
322,345.0,346.0,18984.0
323,346.0,347.0,29719.0
324,347.0,348.0,9492.0
325,348.0,349.0,5650.0
326,334.0,335.0,20566.0
327,406.0,405.0,25722.4
328,352.0,353.0,11526.0
329,353.0,354.0,7797.0
330,354.0,355.0,13673.0
331,356.0,357.0,9153.0
332,357.0,358.0,10848.0
333,368.0,370.0,9831.0
334,371.0,372.0,22035.0
335,372.0,373.0,26459.399999999998
336,373.0,374.0,7571.0
337,372.0,378.0,6215.0
338,378.0,379.0,18871.0
339,379.0,380.0,9153.0
340,380.0,381.0,25425.0
341,381.0,382.0,4972.0
342,372.0,376.0,20358.0
343,376.0,384.0,64693.2
344,384.0,383.0,16498.0
345,378.0,377.0,19210.0
346,396001.0,397.0,25086.0
347,397.0,398.0,3503.0
348,400.0,401.0,7797.0
349,401.0,402.0,33561.0
350,402.0,403.0,9379.0
351,18.0,11.0,8701.0
352,11.0,10.0,14690.0
353,9.0,8.0,29041.0
354,18.0,15.0,81360.0
355,15.0,13.0,39663.0
356,12.0,14.0,23800.8
357,14.0,6.0,20129.399999999998
358,6.0,5.0,23927.399999999998
359,5.0,8.0,9379.0
360,13.0,12.0,28920.0
361,15.0,16.0,10622.0
362,15.0,17.0,14464.0
363,601.0,384.0,15155.4
364,601.0,385.0,38454.0
365,385.0,387.0,22281.6
366,387.0,388.0,13293.0
367,388.0,389.0,15368.0
368,389.0,390.0,14464.0
369,390.0,391.0,5064.0
370,391.0,392.0,8229.0
371,392.0,393.0,9379.0
372,393.0,394.0,29041.0
373,394.0,395.0,9605.0
374,395.0,396.0,17063.0
375,4.0,2.0,36838.0
376,2.0,3.0,15255.0
377,2.0,1.0,25086.0
378,250.0,250003.0,64125.0
379,4.0,8.0,11413.0
380,8.0,7.0,11413.0
381,32.0,34.0,16837.0
382,235.0,235001.0,24634.0
383,106.0,82.0,205864.2
384,180004.0,266.0,92208.0
385,258001.0,259001.0,36160.0
386,82.0,228.0,8362.0
387,227.0,229.0,54270.0
388,227.0,215001.0,114690.6
389,319.0,315.0,29606.0
390,59.0,63.0,35482.0
391,63.0,67.0,47347.0
392,260001.0,262.0,38985.0
393,23.0,22.0,75823.0
394,115.0,108.0,47573.0
395,213.0,234.0,79100.0
396,288.0,291.0,109022.40000000001
397,319.0,322.0,53901.0
398,325.0,330.0,85956.0
399,336.0,337.0,29787.6
400,334.0,345.0,139339.19999999998
401,152.0,153.0,39211.0
402,256001.0,258001.0,45019.200000000004
403,258001.0,257001.0,33267.200000000004
404,257001.0,264.0,22954.800000000003
405,264.0,260001.0,12210.0
406,265.0,268.0,25651.0
407,268.0,274.0,44861.0
408,274.0,277.0,18306.0
409,405.0,404.0,25594.2
410,400.0,399.0,7910.0
411,404.0,399.0,56980.00000000001
412,399.0,396001.0,39550.0
413,220.0,215001.0,92660.0
414,75.0,73.0,19775.0
415,83.0,84.0,19097.0
416,83.0,86.0,38475.0
417,86.0,87.0,60705.0
418,89.0,87.0,135090.0
419,229.0,75.0,79800.0
420,202001.0,82.0,651240.0
421,250001.0,412.0,221059.80000000002
422,43.0,417.0,160078.8
423,269.0,271.0,23617.0
424,234001.0,235.0,56500.0
425,234001.0,238.0,57840.0
426,238.0,240.0,4972.0
427,239.0,189.0,48840.0
428,250002.0,44.0,228000.0
429,43.0,422.0,124821.0
430,250004.0,413.0,84750.0
431,23.0,24.0,11706.8
432,24.0,24001.0,24747.0
433,24001.0,25.0,24182.0
434,46001.0,45001.0,18096.0
435,71.0,71001.0,2599.0
436,71001.0,72.0,13673.0
437,127.0,127001.0,28500.0
438,127001.0,128.0,11526.0
439,301001.0,366.0,5876.0
440,365.0,301001.0,14685.599999999999
441,301001.0,301.0,8927.0
442,303.0,304.0,9266.0
443,304.0,305.0,17741.0
444,422.0,180.0,137845.80000000002
445,322.0,324.0,41019.0
446,385.0,88.0,712500.0
447,13.0,385.0,108739.2
448,123.0,82.0,11300.0
449,135.0,141.0,40037.4
450,150.0,71.0,56500.0
451,370.0,371.0,11300.0
452,256001.0,254.0,90400.0
453,266.0,38.0,22600.0
454,,,
