,Id,latitude,longitude
127,353,466339.63,756154.74
128,354,466448.65,757084.22
129,355,466374.73,757594.15
130,356,466075.52,757376.11
131,357,466103.44,758489.64
132,358,467810.94,759014.57
133,359,467022.44,759222.06
134,360,466427.54,758859.84
135,361,468657.97,758988.05
136,362,468649.37,759337.52
137,363,469865.05,759400.53
138,364,470490.1,759443.5
139,365,470498.7,759010.97
140,366,470481.49,758644.32
141,367,469976.87,758927.9
142,368,469773.3,758604.22
143,369,470415.97,757788.55
144,370,469839.63,755565.11
145,371,469796.62,756195.28
146,372,469796.62,756696.56
147,373,469208.46,757968.21
148,374,468953.28,757317.98
149,375,469185.35,756711.86
150,377,469994.5,758106.95
151,381,470346.57,755027.6
152,382,470338.48,754523.91
153,383,469632.1,754494.28
154,384,469642.89,754887.53
155,385,469621.2,754201.43
156,387,465891.09,754019.89
157,388,466381.59,754494.3
158,389,470405.08,758269.27
159,390,461770.91,751029.44
160,391,463553.4,749043.21
161,392,462055.71,750065.92
162,393,466480.22,754128.5
163,394,463163.56,754032.57
164,395,462884.72,749609.47
165,396,464009.58,753025.5
166,397,462152.97,751864.98
167,398,462672.47,749616.21
168,399,464019.55,749894.22
169,400,463191.78,753355.69
170,401,464411.5,751492.59
171,402,461444.24,751365.92
172,403,462833.47,753264.03
173,404,463475.96,749623.33
174,405,462081.38,751667.43
175,406,464279.87,750302.38
176,407,462317.59,752895.34
177,408,464305.9,750892.99
178,409,461866.97,751269.71
179,410,461834.12,750434.1
180,411,464248.86,751874.88
181,412,463484.1,753312.11
182,413,464242.93,751289.87
183,414,462596.03,749163.4
184,415,464225.41,751491.82
185,416,462188.34,752532.8
186,417,464261.34,752666.79
187,418,464970.81,751494.88
188,419,461762.36,750668.92
189,420,462717.05,751274.92
190,421,464112.06,749793.1
191,422,464624.32,749054.35
192,423,461696.03,753169.19
193,424,461582.06,752924.18
194,425,461710.12,750380.64
195,426,460736.45,749827.38
196,427,462863.01,753804.45
197,428,463732.89,749057.4
198,429,464944.96,750239.76
199,430,462340.63,751678.15
200,431,463998.81,749699.46
201,433,461444.75,751547.23
202,435,464081.61,752608.03
203,436,462114.63,753803.21
204,437,461368.88,749286.09
205,438,463247.69,750464.0
206,439,462049.92,752355.55
207,440,462405.92,749178.25
208,441,462204.21,752960.39
209,442,461993.3,750712.93
210,443,464423.29,751774.73
211,444,460734.16,749557.39
212,445,461855.57,753404.27
213,446,464128.76,753161.8
214,447,463537.45,753485.13
215,448,462638.47,752167.69
216,449,464947.42,753537.91
217,450,461618.65,750906.98
218,451,463423.22,751639.33
219,452,463252.13,749799.64
220,453,464460.64,750240.71
221,454,463423.34,751897.33
222,455,464511.29,750817.99
223,456,462593.1,753804.01
224,457,462405.59,751927.35
225,458,464963.61,749592.66
226,459,462876.11,750654.45
227,460,461939.63,749993.13
228,461,463007.21,751627.52
229,462,462779.09,753387.6
230,464,460738.74,750097.38
231,465,464061.5,751899.76
232,466,460741.03,750367.38
233,467,462045.86,752027.23
234,468,464965.83,749051.65
235,469,462517.16,752771.87
236,470,462053.67,752542.79
237,471,461449.85,753801.09
238,472,461636.76,751032.93
239,473,464943.48,754033.2
240,474,463727.78,752437.18
241,475,464946.31,753807.91
242,476,464055.28,751263.9
243,477,461960.18,751726.91
244,478,464969.66,751774.88
245,479,461074.88,749287.23
246,480,464965.06,752894.87
247,481,463981.79,749057.57
248,482,463727.65,752167.18
249,483,462880.56,750114.46
250,484,463053.34,751897.5
251,485,462312.23,749589.39
252,486,461446.99,752357.22
253,487,464470.66,752612.06
254,488,463053.59,752437.5
255,489,464941.39,751109.76
256,490,462012.47,749098.25
257,491,464438.19,752724.62
258,492,460731.86,749287.39
259,493,464692.13,752053.74
260,494,464690.98,752333.74
261,495,464964.72,749321.66
262,496,463697.48,749327.99
263,497,464298.78,749055.98
264,498,461849.58,752814.28
265,499,462379.38,751801.86
266,500,462048.14,750531.16
267,501,462256.15,750905.6
268,502,464966.21,752614.87
269,503,464098.57,750992.81
270,504,463053.47,752167.5
271,505,464101.41,750367.76
272,506,463197.24,751004.71
273,507,462339.51,750060.16
274,508,462190.61,750293.16
275,509,464494.51,750923.11
276,510,461630.85,750636.97
277,511,463423.72,752707.32
278,512,463249.5,750192.95
279,513,464140.8,750722.24
280,514,464521.09,750528.03
281,515,460747.91,751177.38
282,516,462096.62,749772.88
283,517,461946.98,753066.13
284,518,461409.38,748993.81
285,519,463801.23,753666.41
286,521,462239.15,751033.86
287,530,462421.76,752115.58
288,533,457990.19,754000.75
289,535,461018.4,753889.37
290,536,460038.67,751366.63
291,537,461017.6,754019.37
292,538,460113.65,753452.09
293,539,458336.95,752891.37
294,540,459999.06,753491.7
295,541,458223.28,752949.44
296,542,459187.98,752111.16
297,543,458389.54,752040.2
298,544,457325.71,753507.83
299,545,459195.05,752951.17
300,546,459201.55,753710.72
301,547,457326.21,753227.84
302,548,458465.95,751615.72
303,549,459011.89,752390.84
304,550,457486.4,751548.08
305,551,459538.25,751559.06
306,552,459922.07,752908.37
307,554,460036.76,753169.27
308,555,457445.28,752948.05
309,556,458156.23,753271.83
310,557,457725.78,752668.55
311,558,459195.55,752671.17
312,559,460329.45,752729.3
313,560,459848.5,752323.53
314,561,458324.32,752312.5
315,562,458608.06,751804.63
316,563,459305.45,753511.48
317,564,457322.1,751851.78
318,565,459031.75,753230.88
319,566,457445.78,752668.05
320,567,458454.75,751767.9
321,568,459011.44,752645.84
322,570,458187.0,753143.37
323,571,458089.17,753551.82
324,572,458134.48,752591.96
325,573,459140.1,753574.71
326,574,458356.93,752176.35
327,575,459734.67,752064.56
328,576,458209.09,752531.8
329,577,457639.19,752108.39
330,578,458673.28,751532.33
331,579,459623.0,751810.51
332,580,458181.42,753717.87
333,581,458422.15,751904.05
334,582,458246.64,753445.58
335,583,458121.78,753415.67
336,584,457885.71,753509.37
337,585,459961.18,752579.86
338,586,457801.68,752317.43
339,587,459305.95,753231.37
340,588,457639.69,751828.39
341,589,459032.25,752950.88
342,591,457485.9,751828.12
343,592,458402.17,752619.07
344,593,459974.67,753792.56
345,594,459187.48,752391.15
346,595,460058.82,752848.25
347,596,457325.22,753787.83
348,598,459084.74,753452.2
349,599,460533.6,752639.56
350,600,461299.87,757913.01
351,601,461206.23,756707.8
352,602,461077.85,755137.95
353,603,461387.0,758110.88
354,604,461149.11,756578.08
355,605,460827.59,755847.93
356,606,461121.25,754155.79
357,607,460892.3,755219.66
358,608,462331.16,758461.36
359,609,460136.34,756562.23
360,610,460710.51,757070.87
361,611,460147.27,755174.01
362,612,460603.3,754836.31
363,613,460347.85,755580.62
364,614,461509.27,757904.67
365,615,460478.47,754552.82
366,616,461667.81,756212.26
367,617,460271.62,758755.24
368,618,460151.91,754584.01
369,619,462996.9,758752.0
370,621,461884.66,759234.81
371,622,460273.9,758455.25
372,623,460154.2,754294.02
373,624,460141.25,755938.52
374,625,460291.55,757187.16
375,626,461194.11,758169.1
376,627,461430.55,755988.94
377,628,460584.37,755804.27
378,629,460814.26,755058.07
379,630,460149.63,754874.01
380,631,460705.27,756078.83
381,632,461859.15,757433.73
382,633,461166.9,755340.17
383,634,460286.82,757809.14
384,635,460772.23,759267.9
385,636,461644.17,757206.06
386,637,461073.21,757894.54
387,638,460138.79,756250.37
388,639,460933.1,758611.84
389,640,460289.19,757497.15
390,641,460951.11,756637.12
391,642,462226.09,758222.76
392,643,462425.58,758675.79
393,644,461626.14,758170.08
394,646,462559.64,757759.01
395,647,461565.47,758032.29
396,648,461116.83,757993.61
397,649,460290.43,757334.09
398,650,462442.77,757493.61
399,651,462081.54,756685.67
400,652,461332.14,756497.48
401,653,461402.37,756656.94
402,655,461960.64,756411.11
403,657,460999.91,755730.58
404,658,461560.67,755483.65
405,659,460639.97,755930.55
406,660,460034.7,754009.87
407,661,461546.91,755937.7
408,662,461018.61,756790.42
409,663,460565.57,753886.59
410,664,460487.5,753285.27
411,665,469510.28,752605.91
412,666,467872.91,750071.25
413,667,468469.08,750213.93
414,668,469476.7,751179.12
415,669,469661.42,752194.66
416,670,469669.82,751716.26
417,671,469166.01,750667.15
418,672,466385.17,751465.02
419,673,465724.24,751698.52
420,674,466043.31,751425.16
421,675,466362.38,751342.58
422,676,469844.61,752218.63
423,677,470172.21,752271.02
424,678,469382.94,751352.74
425,679,470354.42,751949.14
426,680,466934.18,750079.67
427,681,468073.89,749309.0
428,682,469137.31,749228.78
429,683,469126.57,750223.88
430,684,469446.51,753986.73
431,685,467267.48,750691.54
432,686,467705.23,749134.21
433,688,466512.82,749369.14
434,689,468033.76,749561.13
435,690,468812.2,753573.39
436,691,469348.38,753745.03
437,692,467302.71,752823.25
438,693,467773.87,751283.95
439,694,467809.41,750224.34
440,695,469298.55,750547.63
441,696,466385.63,750672.19
442,697,468713.6,752311.0
443,698,467511.31,750553.82
444,699,470339.04,750547.63
445,700,469640.19,752698.01
446,701,465718.55,750696.19
447,702,470351.46,751472.77
448,703,470336.18,749547.73
449,704,468913.04,751234.79
450,705,467447.7,752397.54
451,706,470336.18,750221.02
452,707,466349.05,752885.57
453,708,467804.65,753599.52
454,709,469183.77,751656.61
455,710,466400.85,752441.44
456,711,469107.85,752736.6
457,712,468484.06,752931.01
458,713,470329.69,750938.64
459,714,466992.7,752096.98
460,715,465564.71,750941.08
461,716,465795.12,753166.39
462,717,468214.33,751327.49
463,718,469317.43,752544.65
464,719,469903.04,751473.25
465,720,469222.21,751095.73
466,721,468988.26,749850.5
467,722,468586.23,751716.86
468,723,466638.94,749025.34
469,724,469107.76,752329.84
470,725,467358.4,749853.34
471,726,468606.97,750863.96
472,727,466040.46,751140.41
473,728,466346.57,749031.07
474,729,469215.22,751968.34
475,730,468350.89,751946.7
476,731,468079.63,749139.97
477,732,467243.41,753524.66
478,733,469200.37,749661.4
479,734,468172.63,753251.12
480,735,469064.54,750839.24
481,736,469412.48,749331.92
482,737,467287.73,750298.83
483,738,466328.19,751205.9
484,739,468722.51,751905.47
485,740,465768.78,750438.54
486,741,469500.88,752162.19
487,742,465576.59,750151.68
488,743,470350.42,752758.26
489,744,469521.41,749036.82
490,745,468427.98,752633.26
491,746,468328.22,750350.4
492,747,467211.86,753869.77
493,748,467960.14,752176.14
494,749,466657.85,753446.55
495,750,467876.03,752360.04
496,752,468710.23,750111.22
497,753,468134.12,751673.67
498,754,467986.42,752789.14
499,755,466272.05,749286.06
500,756,469110.38,751473.24
501,757,469841.21,751708.1
502,758,470348.24,751216.76
503,759,467982.17,749712.98
504,760,468051.73,753932.43
505,761,467539.24,752924.21
506,762,468855.53,752458.12
507,763,470114.55,752517.26
508,764,468368.92,751506.73
509,765,466496.59,752148.28
510,766,469633.92,751074.8
511,767,469719.91,750504.66
512,768,469991.37,753329.33
513,770,469562.26,750301.24
514,771,468768.39,753244.12
515,772,465829.65,752063.0
516,773,465592.72,748910.74
517,774,467309.67,749013.88
518,775,468801.75,750592.02
519,776,467893.02,751441.01
520,777,465572.66,749790.31
521,779,467723.42,750785.88
522,780,467398.66,753148.48
523,781,468230.76,750854.65
524,782,468382.43,752428.35
525,783,466319.65,750943.93
526,784,467271.38,751786.21
527,785,466752.09,750711.08
528,786,467111.89,749982.26
529,787,467272.41,749334.76
530,788,467006.5,750478.18
531,790,470166.97,753127.62
532,791,468092.03,753566.38
533,792,470339.04,749905.86
534,793,468431.41,750376.18
535,794,468853.54,749122.78
536,795,467861.0,750940.6
537,796,466249.12,749523.86
538,797,470354.42,751708.1
539,798,469779.09,753072.61
540,799,467624.03,752194.54
541,800,465574.74,751192.08
542,801,467621.92,751095.82
543,802,467288.65,751532.49
544,803,466700.98,751275.5
545,804,467255.84,751223.54
546,805,467266.29,750917.32
547,806,466676.0,750922.6
548,807,467667.93,753001.91
549,808,469765.05,749203.0
550,809,466437.57,750555.36
551,810,465333.12,748715.93
552,811,464896.71,743501.4
553,812,463199.91,743524.82
554,813,470534.1,754213.32
555,814,473311.52,754213.32
556,815,472147.19,754213.02
557,816,470520.84,748890.35
558,817,470514.74,752935.93
559,818,460648.48,751366.44
560,819,460648.48,752125.47
561,820,460992.2,752125.03
562,821,460992.53,752542.06
563,822,461110.7,752650.12
564,823,461269.96,753206.29
565,824,461224.21,751368.69
566,825,461269.87,753801.87
567,826,473311.52,753891.95
568,827,474508.53,754036.32
569,828,475621.54,754035.62
570,829,475621.54,753464.44
571,830,475618.07,753160.25
572,831,475618.07,752293.27
573,832,475153.57,751993.95
574,833,474406.91,751572.37
575,834,474777.58,751396.79
576,835,475603.5,751396.79
577,836,475603.5,750803.65
578,837,473311.52,753597.28
579,838,473509.99,753086.57
580,839,473922.26,752222.09
581,840,473883.64,751632.09
582,841,473497.34,751154.11
583,842,472542.62,751071.05
584,843,472194.13,751155.66
585,844,471319.98,751165.22
586,845,472270.74,753897.29
587,846,471069.4,753468.04
588,847,471363.62,752904.31
589,848,470961.34,752809.46
590,849,470780.07,751949.17
591,850,470777.31,751652.11
592,851,471771.71,752167.14
593,852,472247.07,752860.42
594,853,472552.15,753165.89
595,854,472909.84,752264.02
596,855,473649.78,751630.16
597,856,474452.94,750183.79
598,857,474576.34,749867.12
599,858,474585.69,749417.27
600,859,473583.95,749712.59
601,860,473406.22,750014.57
602,861,472688.15,750429.61
603,862,471320.37,750708.47
604,863,471421.75,750209.01
605,864,471582.25,749992.02
606,865,471771.42,749624.34
607,866,472709.16,749463.2
608,867,472840.16,749223.24
609,868,472904.13,749038.95
610,869,472284.16,749378.05
611,870,471801.2,749365.23
612,871,471801.49,749221.52
613,872,471059.32,749096.24
614,873,470762.59,749366.09
615,875,471111.06,749900.11
616,877,470762.65,750435.47
617,878,471364.45,750329.16
618,879,471498.92,750969.71
619,880,472152.22,750501.38
620,881,472415.46,749912.26
621,882,472010.52,749627.35
622,971,473311.52,754933.93
623,972,472904.96,754937.43
624,973,472338.59,755190.82
625,974,472164.13,755399.54
626,975,472012.44,756142.69
627,976,471674.44,757646.41
628,977,472035.11,758632.3
629,978,472846.19,758685.42
630,979,473355.8,758679.97
631,980,474300.12,758705.15
632,981,474727.34,758517.54
633,982,475089.47,757615.93
634,983,475001.75,757348.7
635,984,474744.22,756175.54
636,985,474726.88,755729.75
637,986,474581.09,755355.61
638,987,474228.84,755037.9
639,988,473559.26,754451.32
640,989,475644.53,754451.32
641,990,475641.64,755283.29
642,991,475655.4,755568.15
643,992,475667.36,756685.19
644,993,475669.68,758060.84
645,994,475671.54,758349.02
646,995,475680.07,759474.91
647,996,474605.48,759428.81
648,997,473345.53,759276.63
649,998,473070.59,759264.08
650,999,471824.52,759363.37
651,1000,471785.54,757330.06
652,1001,472332.75,757702.21
653,1002,474463.08,757720.22
654,1003,472636.62,756163.87
655,1004,474148.2,756180.66
656,1005,471824.11,756623.45
657,1006,470914.7,756623.45
658,1007,470911.0,755759.42
659,1008,470919.49,754635.32
660,1009,471797.32,755028.28
661,1010,472016.26,754839.52
662,1012,473066.78,754448.41
663,1013,460257.97,739017.43
664,1015,456620.59,742952.85
665,1020,460542.18,744937.9
666,1021,473990.76,745049.23
667,1024,456368.03,748184.34
668,1028,462522.39,740556.71
669,1031,458937.44,742357.4
670,1032,458624.1,746120.13
671,1033,465388.25,744464.88
672,1035,474101.97,744690.27
673,1037,474705.34,744594.6
674,1038,470679.32,738175.17
675,1039,463341.33,747452.22
676,1041,459966.02,743551.44
677,1042,457021.31,745098.79
678,1046,472135.54,744645.97
679,1048,462676.63,738446.2
680,1049,461008.74,739890.74
681,1055,457060.34,748186.71
682,1057,458625.21,745715.01
683,1067,460406.65,739017.37
684,1069,462707.85,738711.91
685,1071,475084.28,745345.92
686,1072,461961.54,748737.57
687,1077,458605.19,745012.75
688,1080,466468.38,743946.5
689,1081,456138.41,748181.84
690,1083,457712.45,741604.22
691,1084,456157.3,744565.94
692,1086,458108.28,745443.74
693,1088,463655.37,748265.87
694,1090,459432.04,745209.28
695,1091,461764.94,744043.29
696,1094,455947.49,745655.53
697,1097,460047.66,742136.24
698,1099,456494.57,747624.77
699,1100,475967.29,743456.63
700,1106,457724.93,743506.32
701,1110,461444.64,745604.31
702,1111,458624.47,745985.03
703,1112,456233.73,747621.99
704,1114,455171.42,744181.81
705,1115,455837.16,743903.58
706,1117,464745.71,745271.76
707,1121,460256.03,740192.4
708,1123,460344.55,740192.54
709,1124,458423.07,743313.16
710,1127,465682.1,746495.4
711,1128,461758.56,743513.54
712,1132,462308.25,747219.56
713,1133,458800.37,743851.07
714,1134,456218.15,744956.22
715,1135,458117.83,742955.29
716,1136,474749.83,743796.87
717,1143,459479.87,741312.36
718,1144,458394.55,743846.28
719,1145,466088.62,746714.37
720,1148,458935.14,743232.91
721,1154,472194.86,743503.44
722,1157,465388.25,743481.48
723,1158,462102.38,748519.21
724,1160,459209.52,741445.65
725,1161,456141.99,742400.81
726,1162,462596.29,744310.23
727,1165,460674.41,744028.57
728,1171,456088.45,743929.92
729,1173,457563.05,747628.43
730,1174,459480.55,741052.76
731,1175,457061.29,747906.71
732,1177,474641.23,743507.8
733,1179,456881.88,743493.18
734,1180,459479.51,741446.36
735,1181,455172.84,743649.01
736,1182,466083.55,747859.82
737,1183,460229.53,738175.17
738,1184,461706.75,744655.5
739,1185,456214.44,746500.28
740,1187,459140.36,741753.16
741,1188,459700.22,742028.24
742,1189,462581.41,740238.25
743,1190,465059.66,748518.86
744,1191,461372.12,739907.39
745,1192,462599.7,743684.22
746,1194,461174.49,739305.28
747,1195,459983.57,741043.68
748,1196,466208.54,744974.16
749,1197,463789.46,745803.6
750,1200,458432.83,743567.28
751,1202,456497.26,742397.47
752,1204,462110.07,738737.74
753,1207,473258.32,743932.94
754,1209,459479.16,741582.36
755,1211,461392.57,738780.14
756,1212,455897.59,748179.22
757,1217,455177.55,745373.48
758,1218,474074.28,743506.66
759,1227,475983.66,748885.72
760,1228,457037.83,744258.83
761,1230,459989.86,741313.7
762,1235,457343.25,742400.02
763,1238,466568.08,748431.58
764,1247,458350.66,741692.89
765,1251,457633.0,745660.75
766,1255,461267.33,744998.25
767,1257,459998.51,743284.43
768,1260,462109.28,738447.74
769,1263,458222.44,741605.55
770,1271,459688.43,745935.7
771,1272,458797.18,744121.05
772,1273,458835.81,744661.54
773,1277,473292.73,744146.26
774,1278,473455.77,746034.32
775,1280,458253.13,742931.07
776,1281,465085.89,745010.8
777,1282,457574.23,743980.55
778,1286,455148.03,747896.71
779,1287,472125.64,743685.14
780,1290,466142.44,744186.21
781,1294,465962.01,748756.24
782,1296,464229.78,747346.18
783,1297,456195.49,745656.22
784,1298,459262.88,745664.27
785,1299,462169.18,744636.38
786,1302,466017.35,748358.18
787,1303,465965.93,743936.11
788,1304,474836.79,743915.5
789,1305,456367.07,748464.34
790,1308,456409.94,743528.99
791,1313,461496.64,739014.41
792,1315,473331.25,743505.46
793,1316,456296.58,742951.87
794,1317,458700.45,741621.77
795,1318,462949.25,746745.2
796,1319,455181.52,742397.33
797,1321,461324.46,740156.98
798,1323,458054.8,741335.11
799,1324,455166.75,745933.45
800,1329,466564.52,744689.71
801,1330,458202.15,742415.5
802,1331,464362.75,746118.08
803,1333,457713.15,741334.22
804,1334,473328.6,748851.42
805,1335,463657.66,748728.91
806,1338,457627.13,743224.0
807,1340,459203.29,741041.64
808,1341,457927.35,746022.6
809,1343,466157.3,745668.58
810,1346,461325.36,740489.88
811,1347,461764.48,743738.3
812,1350,455952.13,742950.76
813,1351,474077.64,746034.32
814,1353,473989.0,743634.65
815,1357,465705.12,745648.85
816,1358,474911.75,744017.99
817,1361,475727.26,743676.76
818,1362,462461.12,748251.75
819,1368,465085.92,745788.33
820,1369,457597.06,748468.55
821,1370,458781.61,745142.47
822,1371,464102.48,747553.24
823,1373,455116.66,748456.61
824,1375,457617.83,742953.98
825,1376,458634.82,745488.97
826,1377,464186.5,746229.64
827,1381,461204.56,738538.12
828,1383,462577.64,745269.25
829,1387,465009.8,747959.11
830,1398,457619.22,742424.37
831,1399,464018.87,743485.16
832,1400,464701.57,744439.83
833,1401,462893.98,745528.99
834,1402,463410.56,744701.42
835,1403,462895.24,744967.03
836,1404,462598.95,744963.77
837,1405,463266.67,744803.36
838,1406,463128.75,744116.84
839,1407,462758.72,743521.37
840,1408,468084.7,748795.41
841,1409,468104.0,748073.94
842,1410,468137.47,747942.55
843,1411,468250.39,747622.19
844,1412,468428.81,747357.11
845,1413,468747.99,747491.83
846,1414,469206.7,747517.51
847,1415,469576.28,747395.34
848,1416,470057.89,747175.06
849,1417,470059.07,748152.28
850,1419,469185.28,748441.49
851,1420,468677.09,748242.73
852,1422,467173.91,748029.8
853,1423,468094.57,747537.02
854,1424,467904.54,747517.46
855,1425,467215.75,746729.04
856,1426,467843.14,746918.97
857,1427,468018.46,746846.79
858,1428,468201.38,746774.56
859,1429,468132.14,746358.6
860,1430,468163.47,746022.45
861,1431,468184.91,745680.57
862,1432,467988.69,745667.39
863,1433,467805.73,745661.54
864,1434,467001.03,746182.87
865,1435,467757.48,746214.82
866,1437,467934.57,746225.55
867,1442,467946.86,745066.89
868,1443,467767.4,745088.23
869,1444,466991.83,745065.85
870,1446,467733.95,744538.72
871,1447,467911.66,744555.99
872,1448,468020.02,744125.86
873,1450,468469.66,743568.6
874,1452,469061.81,743304.62
875,1454,470396.05,743404.7
876,1455,470789.29,743444.04
877,1460,471187.41,743501.71
878,1461,470601.96,745332.05
879,1462,470679.87,747076.71
880,1463,468845.8,746993.53
881,1465,469302.61,746281.07
882,1466,469716.81,745160.52
883,1468,468979.85,745261.36
884,1469,469293.23,744017.25
885,1470,469099.17,744287.26
886,1471,470455.98,744262.58
887,1472,469667.17,743307.71
888,1473,468722.11,744411.94
889,1474,471178.32,743676.79
890,1475,471721.23,744246.84
891,1476,471724.98,744522.99
892,1477,470969.07,745133.84
893,1478,470985.03,745330.9
894,1479,471851.54,745385.53
895,1480,473174.63,745845.18
896,1481,471909.24,745805.23
897,1482,471758.11,745920.65
898,1483,470997.37,745508.6
899,1484,471595.79,746306.17
900,1485,471598.51,746582.01
901,1486,470924.47,747072.03
902,1487,471727.34,747263.26
903,1488,473033.48,745388.53
904,1505,471785.56,758433.99
905,1506,470892.35,759376.03
906,1507,471754.74,758394.86
907,1508,470588.53,757659.87
908,1509,470373.8,739790.99
909,1511,466890.22,742618.48
910,1512,466889.28,743034.25
911,1513,469552.38,739749.14
912,1514,468395.82,740661.91
913,1515,468842.74,739180.76
914,1516,467100.83,742217.31
915,1517,468223.79,741200.91
916,1518,467650.67,741703.71
917,1519,468749.16,740403.28
918,1520,469610.72,740875.46
919,1556,474584.23,748867.64
920,1575,465358.69,754669.41
921,1589,460256.03,740832.09
922,1593,464170.81,750077.98
923,1594,465281.73,750001.79
924,1595,466791.67,750457.05
925,1616,466450.42,754259.69
926,1621,465991.52,743261.1
927,1626,473467.2,745412.22
928,1627,474080.13,745394.91
929,1628,474949.32,745623.46
930,1629,474859.28,745969.75
931,1630,475584.76,743927.5
932,1631,475609.0,744651.25
933,2115,461092.02,738175.17
934,2569,465197.76,744623.78
935,1,457550.45,759541.56
