,Id
662,1012.0
663,1013.0
664,1015.0
665,1020.0
666,1021.0
667,1024.0
668,1028.0
669,1031.0
670,1032.0
671,1033.0
672,1035.0
673,1037.0
674,1038.0
675,1039.0
676,1041.0
677,1042.0
678,1046.0
679,1048.0
680,1049.0
681,1055.0
682,1057.0
683,1067.0
684,1069.0
685,1071.0
686,1072.0
687,1077.0
688,1080.0
689,1081.0
690,1083.0
691,1084.0
692,1086.0
693,1088.0
694,1090.0
695,1091.0
696,1094.0
697,1097.0
698,1099.0
699,1100.0
700,1106.0
701,1110.0
702,1111.0
703,1112.0
704,1114.0
705,1115.0
706,1117.0
707,1121.0
708,1123.0
709,1124.0
710,1127.0
711,1128.0
712,1132.0
713,1133.0
714,1134.0
715,1135.0
716,1136.0
717,1143.0
718,1144.0
719,1145.0
720,1148.0
721,1154.0
722,1157.0
723,1158.0
724,1160.0
725,1161.0
726,1162.0
727,1165.0
728,1171.0
729,1173.0
730,1174.0
731,1175.0
732,1177.0
733,1179.0
734,1180.0
735,1181.0
736,1182.0
737,1183.0
738,1184.0
739,1185.0
740,1187.0
741,1188.0
742,1189.0
743,1190.0
744,1191.0
745,1192.0
746,1194.0
747,1195.0
748,1196.0
749,1197.0
750,1200.0
751,1202.0
752,1204.0
753,1207.0
754,1209.0
755,1211.0
756,1212.0
757,1217.0
758,1218.0
759,1227.0
760,1228.0
761,1230.0
762,1235.0
763,1238.0
764,1247.0
765,1251.0
766,1255.0
767,1257.0
768,1260.0
769,1263.0
770,1271.0
771,1272.0
772,1273.0
773,1277.0
774,1278.0
775,1280.0
776,1281.0
777,1282.0
778,1286.0
779,1287.0
780,1290.0
781,1294.0
782,1296.0
783,1297.0
784,1298.0
785,1299.0
786,1302.0
787,1303.0
788,1304.0
789,1305.0
790,1308.0
791,1313.0
792,1315.0
793,1316.0
794,1317.0
795,1318.0
796,1319.0
797,1321.0
798,1323.0
799,1324.0
800,1329.0
801,1330.0
802,1331.0
803,1333.0
804,1334.0
805,1335.0
806,1338.0
807,1340.0
808,1341.0
809,1343.0
810,1346.0
811,1347.0
812,1350.0
813,1351.0
814,1353.0
815,1357.0
816,1358.0
817,1361.0
818,1362.0
819,1368.0
820,1369.0
821,1370.0
822,1371.0
823,1373.0
824,1375.0
825,1376.0
826,1377.0
827,1381.0
828,1383.0
829,1387.0
830,1398.0
831,1399.0
832,1400.0
833,1401.0
834,1402.0
835,1403.0
836,1404.0
837,1405.0
838,1406.0
839,1407.0
840,1408.0
841,1409.0
842,1410.0
843,1411.0
844,1412.0
845,1413.0
846,1414.0
847,1415.0
848,1416.0
849,1417.0
850,1419.0
851,1420.0
852,1422.0
853,1423.0
854,1424.0
855,1425.0
856,1426.0
857,1427.0
858,1428.0
859,1429.0
860,1430.0
861,1431.0
862,1432.0
863,1433.0
864,1434.0
865,1435.0
866,1437.0
867,1442.0
868,1443.0
869,1444.0
870,1446.0
871,1447.0
872,1448.0
873,1450.0
874,1452.0
875,1454.0
876,1455.0
877,1460.0
878,1461.0
879,1462.0
880,1463.0
881,1465.0
882,1466.0
883,1468.0
884,1469.0
885,1470.0
886,1471.0
887,1472.0
888,1473.0
889,1474.0
890,1475.0
891,1476.0
892,1477.0
893,1478.0
894,1479.0
895,1480.0
896,1481.0
897,1482.0
898,1483.0
899,1484.0
900,1485.0
901,1486.0
902,1487.0
903,1488.0
904,1505.0
905,1506.0
906,1507.0
907,1508.0
908,1509.0
909,1511.0
910,1512.0
911,1513.0
912,1514.0
913,1515.0
914,1516.0
915,1517.0
916,1518.0
917,1519.0
918,1520.0
919,1556.0
920,1575.0
921,1589.0
922,1593.0
923,1594.0
924,1595.0
925,1616.0
926,1621.0
927,1626.0
928,1627.0
929,1628.0
930,1629.0
931,1630.0
932,1631.0
933,2115.0
934,2569.0
935,
