Id,latitude,longitude
420,33916.419,24158.5455
421,33849.58168,24231.01696
422,33816.26044,24257.62912
423,34001.85983,24105.50301
424,33990.80868,24099.58221
425,33876.0826,24106.235
426,33851.12787,24055.65236
427,34030.51316,24166.1282
428,33816.39801,24211.31889
429,33869.72822,24274.28653
430,33934.60664,24138.9903
431,33845.35806,24225.13357
433,33928.70151,24092.44889
435,33976.54877,24229.43507
436,34030.45723,24127.24949
437,33826.71305,24088.50741
438,33879.84254,24186.11251
439,33965.16069,24123.88777
440,33821.84894,24142.38215
441,33992.44193,24131.90321
442,33891.0705,24120.94634
443,33938.96287,24247.18551
444,33838.95,24055.53339
445,34012.46308,24113.79119
446,34001.5265,24231.88454
447,34016.11027,24201.16569
448,33956.68729,24154.46324
449,34018.4909,24274.41433
450,33899.82311,24101.48308
451,33932.85567,24195.23138
452,33849.87666,24186.34317
453,33869.77107,24249.12586
454,33944.49273,24195.23762
455,33895.80922,24251.75716
456,34030.49331,24152.10624
457,33945.84678,24142.365
458,33840.54085,24275.2554
459,33888.43277,24166.80875
460,33858.60401,24118.15815
461,33932.32298,24173.61946
462,34011.71119,24161.76851
464,33863.30619,24055.77133
465,33944.60233,24228.39035
466,33875.48451,24055.89029
467,33950.35185,24123.67685
468,33816.13866,24275.37073
469,33983.93876,24148.16112
470,33973.60613,24124.08259
471,34030.36161,24092.71384
472,33905.50407,24102.42391
473,34040.8309,24274.20964
474,33968.8426,24211.05343
475,34030.66922,24274.35666
476,33915.92194,24228.06721
477,33936.80595,24119.22574
478,33938.96964,24275.5697
479,33826.76447,24073.23396
480,33989.48666,24275.33073
481,33816.40568,24224.24937
482,33956.66428,24211.04667
483,33864.07658,24167.03993
484,33944.5004,24176.01594
485,33840.39336,24137.51491
486,33965.23601,24092.56526
487,33976.73054,24249.64641
488,33968.85703,24176.02892
489,33908.96947,24274.10106
490,33818.24055,24121.94223
491,33981.80755,24247.95958
492,33826.77168,24055.41391
493,33951.54758,24261.15188
494,33964.17695,24261.09214
495,33828.31743,24275.31307
496,33828.60294,24209.47933
497,33816.33396,24240.71716
498,33985.85165,24113.48001
499,33940.18657,24141.00338
500,33882.87179,24123.7953
501,33899.76086,24134.60152
502,33976.85729,24275.39048
503,33903.69446,24230.31615
504,33956.67872,24176.02269
505,33875.50165,24230.46369
506,33904.23121,24183.49161
507,33861.62739,24138.93212
508,33872.13683,24131.19669
509,33900.55065,24250.88543
510,33887.64434,24102.11688
511,33981.02723,24195.25736
512,33867.61686,24186.20654
513,33891.49043,24232.51002
514,33882.73061,24252.26627
515,33912.01947,24056.24771
516,33848.66966,24126.31386
517,33997.21132,24118.53999
518,33813.52979,24090.6114
519,34024.28688,24214.86919
521,33905.54601,24133.71836
530,33954.33687,24143.20504
533,34039.36725,23912.9828
535,34034.34346,24070.2998
536,33920.55557,24019.40234
537,34040.2071,24070.25824
538,34014.62,24023.29759
539,33989.32879,23930.99715
540,34016.4066,24017.34458
541,33991.94803,23925.09194
542,33954.13751,23975.20858
543,33950.93686,23933.72923
544,34017.13415,23878.46273
545,33992.02606,23975.57587
546,34026.28548,23975.91355
547,34004.50523,23878.48871
548,33931.79074,23937.69876
549,33966.75244,23966.06062
550,33928.73985,23886.81066
551,33929.2351,23993.40528
552,33990.09557,24013.34492
554,34001.86344,24019.30312
555,33991.88533,23884.67445
556,34006.48939,23921.60866
557,33979.27852,23899.24657
558,33979.39669,23975.60184
559,33982.01864,24034.50851
560,33963.71643,24009.52292
561,33963.21892,23930.34102
562,33940.31151,23945.08145
563,34017.29878,23981.3112
564,33942.4382,23878.27519
565,34004.64235,23967.09235
566,33979.25597,23884.70043
567,33938.6548,23937.11692
568,33978.25419,23966.03724
570,34000.69522,23923.20717
571,34019.11831,23918.12486
572,33975.82394,23920.47873
573,34020.15076,23972.72119
574,33957.07789,23932.03512
575,33952.03562,24003.60939
576,33973.11043,23924.35476
577,33954.01257,23894.74817
578,33928.02945,23948.46966
579,33940.57672,23997.80808
580,34026.60798,23922.91729
581,33944.79583,23935.42333
582,34014.32637,23926.3055
583,34012.97728,23919.81896
584,34017.20361,23907.55501
585,33975.27817,24015.3767
586,33963.44129,23903.18961
587,34004.66445,23981.33718
588,33941.3832,23894.77415
589,33992.01298,23967.11833
591,33941.37102,23886.78468
592,33977.04673,23934.38536
593,34029.97686,24016.07751
594,33966.76642,23975.1826
595,33987.38387,24020.44915
596,34029.76351,23878.43728
598,34014.62496,23969.84521
599,33977.97093,24045.1142
600,34215.82928,24084.92231
601,34161.46843,24080.05766
602,34090.66052,24073.38826
603,34224.75419,24089.44875
604,34155.61742,24077.09025
605,34122.68409,24060.38713
606,34046.36031,24075.64291
607,34094.34604,24063.74884
608,34240.56255,24138.49833
609,34154.90251,24024.47635
610,34177.84466,24054.30476
611,34092.287,24025.04417
612,34077.05508,24048.73515
613,34110.6271,24035.4644
614,34215.45311,24095.80074
615,34064.2683,24042.25017
616,34139.11715,24104.03697
617,34253.81797,24031.50421
618,34065.67512,24025.28522
619,34253.67183,24173.08385
621,34275.44892,24115.30243
622,34240.28696,24031.62266
623,34052.59516,24025.40418
624,34126.77014,24024.73143
625,34183.0899,24032.53958
626,34227.38019,24079.42802
627,34129.04433,24091.7112
628,34120.71481,24047.75173
629,34087.05754,24059.69463
630,34078.75554,24025.16677
631,34133.09881,24054.03254
632,34194.21142,24113.97718
633,34099.78163,24078.01445
634,34211.14424,24032.29386
635,34276.94144,24057.51115
636,34183.94239,24102.80886
637,34214.9962,24073.14721
638,34140.8361,24024.60363
639,34247.34993,24065.86842
640,34197.07197,24032.41698
641,34158.28041,24066.80405
642,34229.80052,24133.03989
643,34250.23439,24143.40349
644,34227.4244,24101.87219
646,34208.88313,24150.36798
647,34221.2094,24098.72036
648,34219.46474,24075.41329
649,34189.71716,24032.4814
650,34196.9123,24144.29652
651,34160.47025,24125.53045
652,34151.98197,24086.59875
653,34159.17439,24090.24723
655,34148.08626,24119.24963
657,34117.39103,24069.33924
658,34106.25328,24098.47099
659,34126.41065,24050.64017
660,34039.7786,24019.1961
661,34126.73315,24097.75616
662,34165.19499,24070.31071
663,34034.21807,24046.77506
664,34007.0956,24042.71928
665,33976.45315,24511.45715
666,33862.1276,24426.39497
667,33868.56317,24457.3663
668,33912.09795,24509.71265
669,33957.90376,24519.30895
670,33936.32559,24519.74533
671,33889.0056,24493.57216
672,33924.99344,24349.10615
673,33935.52543,24314.77051
674,33923.19556,24331.34635
675,33919.47079,24347.9222
676,33958.98493,24528.82576
677,33961.34797,24545.84474
678,33919.92906,24504.84178
679,33946.82961,24555.31064
680,33862.50738,24377.62749
681,33827.7464,24436.83598
682,33824.12809,24492.08118
683,33869.01196,24491.52323
684,34038.73488,24508.14427
685,33890.10571,24394.94259
686,33819.86252,24417.68391
688,33830.45901,24355.73763
689,33839.1187,24434.75121
690,34020.09122,24475.19155
691,34027.83303,24503.04637
692,33986.25624,24396.7728
693,33916.82629,24421.2498
694,33869.03271,24423.09612
695,33883.61467,24500.45767
696,33889.23293,24349.13004
697,33963.15127,24470.06923
698,33883.89386,24407.60968
699,33883.61467,24554.51164
700,33980.60731,24518.20604
701,33890.31545,24314.47491
702,33925.343,24555.15687
703,33838.51429,24554.36306
704,33914.60894,24480.43024
705,33967.05464,24404.3051
706,33868.88296,24554.36306
707,33989.06718,24347.2297
708,34021.26981,24422.84883
709,33933.63508,24494.4948
710,33969.03475,24349.92073
711,33982.34791,24490.55072
712,33991.11675,24458.14452
713,33901.25113,24554.02591
714,33953.49792,24380.66763
715,33901.36118,24306.48285
716,34001.73353,24318.45276
717,33918.79016,24444.13191
718,33973.69002,24501.4385
719,33925.36465,24531.86123
720,33908.33665,24496.49177
721,33852.1707,24484.33796
722,33936.35265,24463.4523
723,33814.95195,24362.28962
724,33964.00104,24490.54604
725,33852.29879,24399.66593
726,33897.88269,24464.52975
727,33910.35194,24331.19829
728,33815.2104,24347.10086
729,33947.69563,24496.12864
730,33946.71956,24451.22627
731,33820.12232,24437.13418
732,34017.89326,24393.69214
733,33843.64136,24495.35717
734,34005.55527,24441.96558
735,33896.7677,24488.30074
736,33828.78021,24506.37639
737,33872.39257,24395.99458
738,33913.30586,24346.14601
739,33944.85988,24470.53211
740,33878.69417,24317.08438
741,33956.43921,24510.96882
742,33865.75539,24307.10002
743,33983.32488,24555.10284
744,33815.46975,24512.03536
745,33977.68677,24455.23113
746,33874.71863,24450.04855
747,34033.45941,24392.0531
748,33957.06842,24430.92661
749,34014.37012,24363.27201
750,33965.36321,24426.55706
752,33863.93044,24469.89416
753,33934.40457,24439.96496
754,33984.71772,24432.29187
755,33826.7117,24343.22951
756,33925.3642,24490.68215
757,33935.95753,24528.64913
758,33913.7957,24554.98959
759,33845.96787,24432.07108
760,34036.28568,24435.68476
761,33990.81003,24409.06065
762,33969.7871,24477.44257
763,33972.4546,24542.84928
764,33926.87476,24452.16294
765,33955.8118,24354.89447
766,33907.39261,24517.88031
767,33881.67651,24522.34753
768,34009.08292,24536.45001
770,33872.50127,24514.15754
771,34005.23954,24472.9156
772,33951.96526,24320.24661
773,33809.78293,24307.93798
774,33814.43505,24397.13438
775,33885.61687,24474.64867
776,33923.91047,24427.4397
777,33849.45583,24306.89585
779,33894.3609,24418.62889
780,34000.92571,24401.75745
781,33897.46277,24444.98546
782,33968.44433,24452.86479
783,33901.48973,24345.70235
784,33939.48067,24395.14519
785,33890.98706,24368.16782
786,33858.11372,24386.85961
787,33828.9083,24395.1987
788,33880.48213,24381.38455
790,33999.98482,24545.57252
791,34019.77504,24437.77837
792,33854.6677,24554.51164
793,33875.88143,24455.40932
794,33819.34697,24477.33919
795,33901.33953,24425.77624
796,33837.43764,24342.03828
797,33935.95753,24555.31064
798,33997.5036,24525.42196
799,33957.89835,24413.46553
800,33912.68251,24307.00391
801,33908.34071,24413.35592
802,33928.03666,24396.04238
803,33916.44516,24365.51263
804,33914.10151,24394.33788
805,33900.28949,24394.88077
806,33900.52764,24364.21491
807,33994.31468,24415.74616
808,33822.96528,24524.69258
809,33883.96333,24351.82835
810,33800.99605,24294.45163
811,33565.79527,24271.77992
812,33566.85163,24183.63032
813,34048.95519,24564.64511
814,34048.95519,24708.93344
815,34048.94166,24648.44593
816,33808.86324,24563.95624
817,33991.33866,24563.63934
818,33920.547,24051.08227
819,33954.78296,24051.08227
820,33954.76311,24068.9387
821,33973.5732,24068.95584
822,33978.44724,24075.09483
823,34003.53322,24083.36847
824,33920.64848,24080.99173
825,34030.39679,24083.36379
826,34034.45984,24708.93344
827,34040.97163,24771.1187
828,34040.94005,24828.94012
829,34015.17705,24828.94012
830,34001.45659,24828.75985
831,33962.35156,24828.75985
832,33948.85076,24804.62885
833,33929.83545,24765.83949
834,33921.91593,24785.09598
835,33921.91593,24828.00293
836,33895.16242,24828.00293
837,34021.16878,24708.93344
838,33998.13326,24719.24406
839,33959.14099,24740.66169
840,33932.52911,24738.65536
841,33910.96988,24718.58688
842,33907.22346,24668.98871
843,33911.03979,24650.88448
844,33911.47099,24605.47196
845,34034.7007,24654.86441
846,34015.33942,24592.4542
847,33989.91245,24607.73908
848,33985.63425,24586.84043
849,33946.83097,24577.42337
850,33933.43211,24577.27999
851,33956.66248,24628.93956
852,33987.93279,24653.63474
853,34001.71098,24669.4838
854,33961.03224,24688.06597
855,33932.44206,24726.50622
856,33867.2037,24768.23078
857,33852.92034,24774.64147
858,33832.62991,24775.1272
859,33845.95028,24723.08632
860,33859.57106,24713.85316
861,33878.29139,24676.54906
862,33890.86934,24605.49222
863,33868.34125,24610.75896
864,33858.55394,24619.09701
865,33841.96978,24628.92449
866,33834.70157,24677.64054
867,33823.87821,24684.44606
868,33815.56583,24687.76933
869,33830.86089,24655.56159
870,33830.28265,24630.47158
871,33823.80063,24630.48664
872,33818.14989,24591.93054
873,33830.32144,24576.51527
875,33854.40835,24594.61846
877,33878.5557,24576.51839
878,33873.7606,24607.7822
879,33902.65254,24614.76798
880,33881.52856,24648.70724
881,33854.95637,24662.38269
882,33842.10554,24641.34585
971,34081.45822,24708.93344
972,34081.61609,24687.81245
973,34093.04522,24658.38925
974,34102.45951,24649.32597
975,34135.9792,24641.4456
976,34203.80432,24623.88633
977,34248.27278,24642.62332
978,34250.66875,24684.75932
979,34250.42293,24711.23381
980,34251.55867,24760.2917
981,34243.09654,24782.48599
982,34202.42953,24801.29882
983,34190.37615,24796.74173
984,34137.4609,24783.36292
985,34117.35359,24782.46209
986,34100.47805,24774.88823
987,34086.14778,24756.58867
988,34059.69015,24721.80366
989,34059.69015,24830.13446
990,34097.21607,24829.98433
991,34110.06464,24830.69917
992,34160.4486,24831.32049
993,34222.49714,24831.44102
994,34235.49547,24831.53765
995,34286.2786,24831.98078
996,34284.19927,24776.1553
997,34277.33521,24710.70028
998,34276.76914,24696.41701
999,34281.24761,24631.68306
1000,34189.53539,24629.65803
1001,34206.32117,24658.08586
1002,34207.13351,24768.75755
1003,34136.93453,24673.87206
1004,34137.69184,24752.39938
1005,34157.66383,24631.66176
1006,34157.66383,24584.41746
1007,34118.69185,24584.22525
1008,34067.98945,24584.66631
1009,34085.71387,24630.27001
1010,34077.19987,24641.64405
1012,34059.5589,24696.21908
1013,33363.54632,24030.79509
1015,33541.05299,23841.8314
1020,33630.58844,24045.55994
1021,33635.60996,24744.2203
1024,33777.01874,23828.71079
1028,33432.97537,24148.43282
1031,33514.19528,23962.1929
1032,33683.91279,23945.91473
1033,33609.25293,24297.31566
1035,33619.41912,24749.99771
1037,33615.10393,24781.34308
1038,33325.55628,24572.18936
1039,33743.99655,24190.97716
1041,33568.05232,24015.62814
1042,33637.84536,23862.649
1046,33617.42097,24647.8407
1048,33337.78105,24156.44567
1049,33402.93687,24069.79796
1055,33777.12564,23864.67663
1057,33665.6399,23945.9724
1067,33363.54361,24038.51909
1069,33349.76587,24158.06756
1071,33648.99213,24801.0292
1072,33801.97212,24119.29639
1077,33633.96454,23944.93235
1080,33585.87145,24353.42895
1081,33776.90598,23816.78191
1083,33480.22318,23898.55407
1084,33613.81122,23817.76326
1086,33653.40429,23919.11763
1088,33780.69614,24207.29169
1090,33642.829,23987.88762
1091,33590.23716,24109.08292
1094,33662.95706,23806.86353
1097,33504.21989,24019.86938
1099,33751.7794,23835.2846
1100,33563.77592,24846.902
1106,33566.01719,23899.20241
1110,33660.64678,24092.44318
1111,33677.81912,23945.93396
1112,33751.65401,23821.73384
1114,33596.48509,23766.54631
1115,33583.93555,23801.13183
1117,33645.64715,24263.93539
1121,33416.54321,24030.6943
1123,33416.54952,24035.29296
1124,33557.30473,23935.47113
1127,33700.8393,24312.58131
1128,33566.34284,24108.75148
1132,33733.50245,24137.30814
1133,33581.5671,23955.07205
1134,33631.41476,23820.92445
1135,33541.16304,23919.61376
1136,33579.12241,24783.65436
1143,33467.05887,23990.37241
1144,33581.35104,23933.9895
1145,33710.71591,24333.70023
1148,33553.68506,23962.07342
1154,33565.88728,24650.92241
1157,33564.89678,24297.31566
1158,33792.12301,24126.6131
1160,33473.0709,23976.32759
1161,33516.15328,23816.9679
1162,33602.27745,24152.27196
1165,33589.57321,24052.42935
1171,33585.12362,23814.18647
1173,33751.94448,23890.79266
1174,33455.34964,23990.40773
1175,33764.49627,23864.72598
1177,33566.08394,24778.01253
1179,33565.42451,23855.40555
1180,33473.10293,23990.35371
1181,33572.4532,23766.62008
1182,33762.3813,24333.43684
1183,33325.55628,24029.31761
1184,33617.85082,24106.05992
1185,33701.05941,23820.73171
1187,33486.94111,23972.7347
1188,33499.34856,24001.8197
1189,33418.61126,24151.49894
1190,33792.10723,24280.24525
1191,33403.68786,24088.67573
1192,33574.04135,24152.44911
1194,33376.52976,24078.40875
1195,33454.94009,24016.53987
1196,33632.22394,24339.93013
1197,33669.63574,24214.25773
1200,33568.76678,23935.97816
1202,33516.00263,23835.42435
1204,33350.93093,24127.01259
1207,33585.25983,24706.16968
1209,33479.23719,23990.33552
1211,33352.84338,24089.73812
1212,33776.7878,23804.2712
1217,33650.23522,23766.86476
1218,33566.03252,24748.5592
1227,33808.65441,24847.75243
1228,33599.95906,23863.50723
1230,33467.11931,24016.86664
1235,33516.11765,23879.37395
1238,33788.17047,24358.60841
1247,33484.22263,23931.70939
1251,33663.1925,23894.4266
1255,33633.31052,24083.23184
1257,33556.00886,24017.31601
1260,33337.85052,24126.97155
1263,33480.28317,23925.0483
1271,33675.59409,24001.2072
1272,33593.74451,23954.90633
1273,33618.12325,23956.91317
1277,33594.88161,24707.95729
1278,33680.04234,24716.4273
1280,33540.0706,23926.64266
1281,33633.87658,24281.60791
1282,33587.40728,23891.37347
1286,33764.04522,23765.33118
1287,33574.08284,24647.32639
1290,33596.68355,24336.4962
1294,33802.81423,24327.12278
1296,33739.21363,24237.13257
1297,33662.98818,23819.74725
1298,33663.35127,23979.09967
1299,33616.98841,24130.08339
1302,33784.85977,24329.99772
1303,33585.40282,24327.32642
1304,33584.4732,24788.17197
1305,33789.64811,23828.66091
1308,33567.03971,23830.88803
1313,33363.4101,24095.1446
1315,33565.9784,24709.95843
1316,33541.00878,23824.99892
1317,33481.01478,23949.88115
1318,33712.1065,24170.60841
1319,33515.99632,23767.07101
1321,33414.94559,24086.19977
1323,33468.08501,23916.33932
1324,33675.49261,23766.3037
1329,33619.39386,24358.42347
1330,33516.81588,23923.99422
1331,33683.82032,24244.04043
1333,33468.04487,23898.59043
1334,33807.10731,24709.82076
1335,33801.58151,24207.41066
1338,33553.28318,23894.12165
1340,33454.84808,23976.00394
1341,33679.51371,23909.71823
1343,33663.54568,24337.26819
1346,33429.96101,24086.24652
1347,33576.48062,24109.05902
1350,33540.95872,23807.10458
1351,33680.04234,24748.73376
1353,33571.8055,24744.12886
1357,33662.65576,24313.77721
1358,33589.096,24792.06618
1361,33573.70486,24834.43233
1362,33780.05926,24145.24982
1368,33668.94699,24281.60947
1369,33789.838,23892.5595
1370,33639.81554,23954.09746
1371,33748.55305,24230.51928
1373,33789.29945,23763.7015
1375,33541.10395,23893.63851
1376,33655.44439,23946.47164
1377,33688.85222,24234.88416
1381,33341.9271,24079.9709
1383,33645.53394,24151.30309
1387,33766.85977,24277.655
1398,33517.21596,23893.71072
1399,33565.06277,24226.1757
1400,33608.12305,24261.6423
1401,33657.24948,24167.73711
1402,33619.92203,24194.57369
1403,33631.90234,24167.80256
1404,33631.7553,24152.41015
1405,33624.52003,24187.09853
1406,33593.55462,24179.93352
1407,33566.69602,24160.71028
1408,33804.58098,24437.39757
1409,33772.03916,24438.40021
1410,33766.11283,24440.139
1411,33751.66303,24446.00525
1412,33739.70663,24455.27425
1413,33745.78316,24471.85581
1414,33746.94145,24495.68602
1415,33741.43099,24514.88588
1416,33731.49528,24539.90576
1417,33775.57268,24539.96706
1419,33788.61746,24494.57324
1420,33779.65242,24468.17252
1422,33770.04823,24390.08158
1423,33747.82145,24437.91032
1424,33746.9392,24428.03817
1425,33711.3776,24392.25519
1426,33719.94437,24424.84841
1427,33716.6887,24433.95637
1428,33713.43078,24443.45915
1429,33694.66895,24439.8621
1430,33679.50694,24441.48971
1431,33664.08648,24442.60353
1432,33663.492,24432.4098
1433,33663.22814,24422.90494
1434,33686.74267,24381.10038
1435,33688.18377,24420.39833
1437,33688.66774,24429.59824
1442,33636.40652,24430.23671
1443,33637.36906,24420.91368
1444,33636.35961,24380.62243
1446,33612.58347,24419.17593
1447,33613.36243,24428.40805
1448,33593.96147,24434.03741
1450,33568.82632,24457.39643
1452,33556.91953,24488.15891
1454,33561.43363,24557.47334
1455,33563.20805,24577.90235
1460,33565.80925,24598.58488
1461,33648.36653,24568.17047
1462,33727.05922,24572.21793
1463,33723.30739,24476.93709
1465,33691.17197,24500.66859
1466,33640.62969,24522.18649
1468,33645.17806,24483.90105
1469,33589.06263,24500.1813
1470,33601.2414,24490.09978
1471,33600.12821,24560.58673
1472,33557.05891,24519.60766
1473,33606.86507,24470.51133
1474,33573.70622,24598.11265
1475,33599.41826,24626.31709
1476,33611.87397,24626.51191
1477,33639.42629,24587.24201
1478,33648.31466,24588.07114
1479,33650.77874,24633.08676
1480,33671.5112,24701.82194
1481,33669.70926,24636.08431
1482,33674.91526,24628.23303
1483,33656.3298,24588.71221
1484,33692.3041,24619.80042
1485,33704.74583,24619.94173
1486,33726.84813,24584.92502
1487,33735.47353,24626.63451
1488,33650.91405,24694.48913
1505,34239.32803,24629.65907
1506,34281.81863,24583.25637
1507,34237.56307,24628.05796
1508,34204.41143,24567.47277
1509,33398.43765,24556.31744
1511,33525.97127,24375.34374
1512,33544.72452,24375.29491
1513,33396.55001,24513.64427
1514,33437.7204,24453.56041
1515,33370.9133,24476.77812
1516,33507.87654,24386.28504
1517,33462.03193,24444.62336
1518,33484.71067,24414.8495
1519,33426.05492,24471.91659
1520,33447.35255,24516.67506
1556,33807.83891,24775.05136
1575,34069.52708,24295.78001
1589,33445.39635,24030.6943
1593,33862.43116,24234.06905
1594,33858.99461,24291.7819
1595,33879.52906,24370.22402
1616,34051.04671,24352.49592
1621,33554.95657,24328.65584
1626,33651.98259,24717.0211
1627,33651.20182,24748.86311
1628,33661.51054,24794.01796
1629,33677.12991,24789.34034
1630,33585.01446,24827.02938
1631,33617.65912,24828.28866
2115,33325.55628,24074.1244
2569,33616.42009,24287.41961
1,34289.28485,23890.13809
